Rank,Player Name,Division,Final Score (50/50),Individual Score,Team Score,Kills,Damage,Lobby Weight
371,ZorraAssassin,Vanguard,85.28,100.00,31.20,10,0,0.8
372,avoid,Pinnacle (Highest Skill),84.50,100.00,30.00,10,0,1.0
373,Hollenberger,Vanguard,84.24,80.00,49.60,8,0,0.8
374,Astris86,Pinnacle (Highest Skill),82.55,80.00,47.00,8,0,1.0
375,alphabet,Tendies (Lowest Skill),82.22,110.00,16.50,11,0,0.33
376,OE_UselessRoyalty,Tendies (Lowest Skill),81.73,100.00,25.74,10,0,0.33
377,JustTam1r-TTV,Challengers,79.92,100.00,22.96,10,0,0.41
378,MayBPh8L,Emergent,79.64,70.00,52.53,7,0,0.51
379,Sammie,Tendies (Lowest Skill),79.52,90.00,32.34,9,0,0.33
380,RedTerror,Emergent,79.25,100.00,21.93,10,0,0.51
381,snatched lime9,Pinnacle (Highest Skill),78.65,80.00,41.00,8,0,1.0
382,Kozmohs1,Pinnacle (Highest Skill),78.00,90.00,30.00,9,0,1.0
383,Medic x HUNTR/X,Pinnacle (Highest Skill),77.35,70.00,49.00,7,0,1.0
384,TTV | Astris86,Ascendant,74.98,100.00,15.36,10,0,0.64
385,Yarfy,Vanguard,74.36,80.00,34.40,8,0,0.8
386,NuTTy,Pinnacle (Highest Skill),73.45,80.00,33.00,8,0,1.0
387,KindKitten14,Vanguard,72.28,80.00,31.20,8,0,0.8
388,mind goblin,Vanguard,70.72,80.00,28.80,8,0,0.8
389,twitch.tv/ruiin999,Pinnacle (Highest Skill),66.95,80.00,23.00,8,0,1.0
390,RetroMrLiquid,Tendies (Lowest Skill),64.81,70.00,29.70,7,0,0.33
391,Luzer,Emergent,64.40,70.00,29.07,7,0,0.51
392,Deltuh,Vanguard,63.70,70.00,28.00,7,0,0.8
393,Inoriboob,Vanguard,63.70,70.00,28.00,7,0,0.8
394,SpaceGhostXero,Vanguard,63.70,70.00,28.00,7,0,0.8
395,groupty,Pinnacle (Highest Skill),63.05,60.00,37.00,6,0,1.0
396,No Brain,Pinnacle (Highest Skill),61.10,70.00,24.00,7,0,1.0
397,Joe Dirt,Ascendant,60.63,60.00,33.28,6,0,0.64
398,Kaezuh,Vanguard,58.50,70.00,20.00,7,0,0.8
399,CasualRobi,Vanguard,58.24,60.00,29.60,6,0,0.8
400,@YoJokerz,Pinnacle (Highest Skill),56.55,60.00,27.00,6,0,1.0
401,MHM_MrBr0janglessTTV,Vanguard,56.16,60.00,26.40,6,0,0.8
402,dash in retirement,Pinnacle (Highest Skill),55.90,60.00,26.00,6,0,1.0
403,Apogaeon,Vanguard,53.82,30.00,52.80,3,0,0.8
404,harry,Vanguard,53.82,70.00,12.80,7,0,0.8
405,Nilak,Tendies (Lowest Skill),52.88,50.00,31.35,5,0,0.33
406,o7 o7 o7,Pinnacle (Highest Skill),52.65,50.00,31.00,5,0,1.0
407,Arc_PC,Pinnacle (Highest Skill),51.35,50.00,29.00,5,0,1.0
408,Croh,Tendies (Lowest Skill),50.58,60.00,17.82,6,0,0.33
409,Monke,Tendies (Lowest Skill),49.73,60.00,16.50,6,0,0.33
410,Droptimus Prime ツ,Emergent,47.95,60.00,13.77,6,0,0.51
411,Moolboyrk,Pinnacle (Highest Skill),46.80,40.00,32.00,4,0,1.0
412,Broom,Pinnacle (Highest Skill),46.15,40.00,31.00,4,0,1.0
413,Big Daddy Busch,Challengers,45.93,60.00,10.66,6,0,0.41
414,ramshackle786,Tendies (Lowest Skill),43.65,50.00,17.16,5,0,0.33
415,ENCRYPTED8704,Ascendant,43.06,40.00,26.24,4,0,0.64
416,gruesome_b1,Emergent,42.91,40.00,26.01,4,0,0.51
417,angrySandy,Emergent,42.58,40.00,25.50,4,0,0.51
418,CG honeybee aries,Vanguard,41.08,40.00,23.20,4,0,0.8
419,swagstrfather420,Challengers,41.03,50.00,13.12,5,0,0.41
420,HTL Danikay,Tendies (Lowest Skill),40.37,40.00,22.11,4,0,0.33
421,Uorax,Pinnacle (Highest Skill),40.30,40.00,22.00,4,0,1.0
422,AP985,Challengers,40.12,40.00,21.73,4,0,0.41
423,EXL_FLYXSS,Pinnacle (Highest Skill),37.70,20.00,38.00,2,0,1.0
424,Nyamea,Vanguard,37.18,30.00,27.20,3,0,0.8
425,Sam,Challengers,36.76,50.00,6.56,5,0,0.41
426,TTV Bubble,Vanguard,36.66,30.00,26.40,3,0,0.8
427,Evoke,Pinnacle (Highest Skill),36.40,30.00,26.00,3,0,1.0
428,BlueGreek,Ascendant,35.98,40.00,15.36,4,0,0.64
429,SwiftieC,Tendies (Lowest Skill),35.44,40.00,14.52,4,0,0.33
430,m3a0w,Pinnacle (Highest Skill),35.10,30.00,24.00,3,0,1.0
431,ジマー,Pinnacle (Highest Skill),33.80,30.00,22.00,3,0,1.0
432,hyper o7,Pinnacle (Highest Skill),33.80,40.00,12.00,4,0,1.0
433,MissingJibbs,Emergent,33.62,40.00,11.73,4,0,0.51
434,l0tusStar,Vanguard,33.54,30.00,21.60,3,0,0.8
435,rukaaiscool556,Pinnacle (Highest Skill),32.50,30.00,20.00,3,0,1.0
436,l Belfour l20l,Tendies (Lowest Skill),32.01,40.00,9.24,4,0,0.33
437,zewski,Emergent,31.97,40.00,9.18,4,0,0.51
438,tso,Pinnacle (Highest Skill),31.85,20.00,29.00,2,0,1.0
439,WarsZ,Vanguard,31.72,20.00,28.80,2,0,0.8
440,ac__ca\vt.hctiwt,Pinnacle (Highest Skill),31.20,30.00,18.00,3,0,1.0
441,Deadbok_666,Tendies (Lowest Skill),31.08,30.00,17.82,3,0,0.33
442,ctrl,Pinnacle (Highest Skill),30.55,30.00,17.00,3,0,1.0
443,Nando,Emergent,30.31,40.00,6.63,4,0,0.51
444,JustVibing4829,Pinnacle (Highest Skill),29.25,20.00,25.00,2,0,1.0
445,nathanbradley54,Challengers,28.99,20.00,24.60,2,0,0.41
446,7157-8414-2998 on Pokemon Go,Emergent,28.78,30.00,14.28,3,0,0.51
447,Lime Grass 0,Emergent,26.79,30.00,11.22,3,0,0.51
448,Aquamarine,Vanguard,26.78,30.00,11.20,3,0,0.8
449,DunnoU,Pinnacle (Highest Skill),25.35,10.00,29.00,1,0,1.0
450,PING CRUSADER,Pinnacle (Highest Skill),22.10,20.00,14.00,2,0,1.0
451,lookn4ahopup,Emergent,20.96,20.00,12.24,2,0,0.51
452,WALLSHIFT,Vanguard,20.54,10.00,21.60,1,0,0.8
453,Huntingfool,Emergent,20.29,20.00,11.22,2,0,0.51
454,Secrets™,Pinnacle (Highest Skill),20.15,20.00,11.00,2,0,1.0
455,GN700TM,Tendies (Lowest Skill),19.44,20.00,9.90,2,0,0.33
456,DangrClxse,Challengers,17.53,20.00,6.97,2,0,0.41
457,QWERTY,Ascendant,12.74,10.00,9.60,1,0,0.64
458,Kerckhaert,Tendies (Lowest Skill),12.51,10.00,9.24,1,0,0.33
459,Natems1717,Ascendant,12.48,0.00,19.20,0,0,0.64
460,tuna!,Pinnacle (Highest Skill),12.35,10.00,9.00,1,0,1.0
461,DareOGK on Twitch,Pinnacle (Highest Skill),12.35,10.00,9.00,1,0,1.0
462,Jubella,Challengers,12.10,10.00,8.61,1,0,0.41
463,DreadWolf303,Tendies (Lowest Skill),11.86,10.00,8.25,1,0,0.33
464,QP,Vanguard,11.70,10.00,8.00,1,0,0.8
465,Heathclips_,Emergent,11.47,10.00,7.65,1,0,0.51
466,OverratedMax,Pinnacle (Highest Skill),10.40,0.00,16.00,0,0,1.0
467,TexasTrash9,Tendies (Lowest Skill),10.15,10.00,5.61,1,0,0.33
468,萧瑟,Pinnacle (Highest Skill),7.80,10.00,2.00,1,0,1.0
469,IVIonty,Emergent,7.49,10.00,1.53,1,0,0.51
470,iButterMyBreadWB,Pinnacle (Highest Skill),5.85,0.00,9.00,0,0,1.0
471,gmail@ec_doom.com,Tendies (Lowest Skill),5.36,0.00,8.25,0,0,0.33
472,RogueKielbasa,Emergent,2.65,0.00,4.08,0,0,0.51
473,OE Hoodie,Tendies (Lowest Skill),1.72,0.00,2.64,0,0,0.33
474,ice tickle,Vanguard,1.56,0.00,2.40,0,0,0.8
475,Toasty,Pinnacle (Highest Skill),1.30,0.00,2.00,0,0,1.0
476,xJBeach,Emergent,0.99,0.00,1.53,0,0,0.51
477,IGY6 theeJambro,Pinnacle (Highest Skill),0.65,0.00,1.00,0,0,1.0
478,WaBBiT,Pinnacle (Highest Skill),0.00,0.00,0.00,0,0,1.0
