Rank,Player Name,Division,Final Score (70/30),Individual Score,Team Score,Kills,Damage,Lobby Weight
370,OE_UselessRoyalty,Tendies (Lowest Skill),77.72,100.00,25.74,10,0,0.33
371,Majeta23,Vanguard,77.12,80.00,70.40,8,0,0.8
372,JustTam1r-TTV,Challengers,76.89,100.00,22.96,10,0,0.41
373,RedTerror,Emergent,76.58,100.00,21.93,10,0,0.51
374,TTV | Astris86,Ascendant,74.61,100.00,15.36,10,0,0.64
375,波打つヘッドハンタ,Vanguard,74.00,80.00,60.00,8,0,0.8
376,Sammie,Tendies (Lowest Skill),72.70,90.00,32.34,9,0,0.33
377,jo_morales7,Emergent,72.22,80.00,54.06,8,0,0.51
378,Kozmohs1,Pinnacle (Highest Skill),72.00,90.00,30.00,9,0,1.0
379,Hollenberger,Vanguard,70.88,80.00,49.60,8,0,0.8
380,Astris86,Pinnacle (Highest Skill),70.10,80.00,47.00,8,0,1.0
381,zCrackdown,Pinnacle (Highest Skill),68.60,50.00,112.00,5,0,1.0
382,snatched lime9,Pinnacle (Highest Skill),68.30,80.00,41.00,8,0,1.0
383,Yarfy,Vanguard,66.32,80.00,34.40,8,0,0.8
384,NuTTy,Pinnacle (Highest Skill),65.90,80.00,33.00,8,0,1.0
385,KindKitten14,Vanguard,65.36,80.00,31.20,8,0,0.8
386,MayBPh8L,Emergent,64.76,70.00,52.53,7,0,0.51
387,mind goblin,Vanguard,64.64,80.00,28.80,8,0,0.8
388,Medic x HUNTR/X,Pinnacle (Highest Skill),63.70,70.00,49.00,7,0,1.0
389,twitch.tv/ruiin999,Pinnacle (Highest Skill),62.90,80.00,23.00,8,0,1.0
390,RetroMrLiquid,Tendies (Lowest Skill),57.91,70.00,29.70,7,0,0.33
391,Luzer,Emergent,57.72,70.00,29.07,7,0,0.51
392,Deltuh,Vanguard,57.40,70.00,28.00,7,0,0.8
393,Inoriboob,Vanguard,57.40,70.00,28.00,7,0,0.8
394,SpaceGhostXero,Vanguard,57.40,70.00,28.00,7,0,0.8
395,No Brain,Pinnacle (Highest Skill),56.20,70.00,24.00,7,0,1.0
396,Kaezuh,Vanguard,55.00,70.00,20.00,7,0,0.8
397,groupty,Pinnacle (Highest Skill),53.10,60.00,37.00,6,0,1.0
398,harry,Vanguard,52.84,70.00,12.80,7,0,0.8
399,Joe Dirt,Ascendant,51.98,60.00,33.28,6,0,0.64
400,CasualRobi,Vanguard,50.88,60.00,29.60,6,0,0.8
401,@YoJokerz,Pinnacle (Highest Skill),50.10,60.00,27.00,6,0,1.0
402,MHM_MrBr0janglessTTV,Vanguard,49.92,60.00,26.40,6,0,0.8
403,dash in retirement,Pinnacle (Highest Skill),49.80,60.00,26.00,6,0,1.0
404,Croh,Tendies (Lowest Skill),47.35,60.00,17.82,6,0,0.33
405,Monke,Tendies (Lowest Skill),46.95,60.00,16.50,6,0,0.33
406,Droptimus Prime ツ,Emergent,46.13,60.00,13.77,6,0,0.51
407,Big Daddy Busch,Challengers,45.20,60.00,10.66,6,0,0.41
408,Nilak,Tendies (Lowest Skill),44.41,50.00,31.35,5,0,0.33
409,o7 o7 o7,Pinnacle (Highest Skill),44.30,50.00,31.00,5,0,1.0
410,Arc_PC,Pinnacle (Highest Skill),43.70,50.00,29.00,5,0,1.0
411,ramshackle786,Tendies (Lowest Skill),40.15,50.00,17.16,5,0,0.33
412,swagstrfather420,Challengers,38.94,50.00,13.12,5,0,0.41
413,Moolboyrk,Pinnacle (Highest Skill),37.60,40.00,32.00,4,0,1.0
414,Broom,Pinnacle (Highest Skill),37.30,40.00,31.00,4,0,1.0
415,Sam,Challengers,36.97,50.00,6.56,5,0,0.41
416,Apogaeon,Vanguard,36.84,30.00,52.80,3,0,0.8
417,ENCRYPTED8704,Ascendant,35.87,40.00,26.24,4,0,0.64
418,gruesome_b1,Emergent,35.80,40.00,26.01,4,0,0.51
419,angrySandy,Emergent,35.65,40.00,25.50,4,0,0.51
420,CG honeybee aries,Vanguard,34.96,40.00,23.20,4,0,0.8
421,HTL Danikay,Tendies (Lowest Skill),34.63,40.00,22.11,4,0,0.33
422,Uorax,Pinnacle (Highest Skill),34.60,40.00,22.00,4,0,1.0
423,AP985,Challengers,34.52,40.00,21.73,4,0,0.41
424,BlueGreek,Ascendant,32.61,40.00,15.36,4,0,0.64
425,SwiftieC,Tendies (Lowest Skill),32.36,40.00,14.52,4,0,0.33
426,hyper o7,Pinnacle (Highest Skill),31.60,40.00,12.00,4,0,1.0
427,MissingJibbs,Emergent,31.52,40.00,11.73,4,0,0.51
428,l Belfour l20l,Tendies (Lowest Skill),30.77,40.00,9.24,4,0,0.33
429,zewski,Emergent,30.75,40.00,9.18,4,0,0.51
430,Nando,Emergent,29.99,40.00,6.63,4,0,0.51
431,Nyamea,Vanguard,29.16,30.00,27.20,3,0,0.8
432,TTV Bubble,Vanguard,28.92,30.00,26.40,3,0,0.8
433,Evoke,Pinnacle (Highest Skill),28.80,30.00,26.00,3,0,1.0
434,m3a0w,Pinnacle (Highest Skill),28.20,30.00,24.00,3,0,1.0
435,ジマー,Pinnacle (Highest Skill),27.60,30.00,22.00,3,0,1.0
436,l0tusStar,Vanguard,27.48,30.00,21.60,3,0,0.8
437,rukaaiscool556,Pinnacle (Highest Skill),27.00,30.00,20.00,3,0,1.0
438,ac__ca\vt.hctiwt,Pinnacle (Highest Skill),26.40,30.00,18.00,3,0,1.0
439,Deadbok_666,Tendies (Lowest Skill),26.35,30.00,17.82,3,0,0.33
440,ctrl,Pinnacle (Highest Skill),26.10,30.00,17.00,3,0,1.0
441,EXL_FLYXSS,Pinnacle (Highest Skill),25.40,20.00,38.00,2,0,1.0
442,7157-8414-2998 on Pokemon Go,Emergent,25.28,30.00,14.28,3,0,0.51
443,Lime Grass 0,Emergent,24.37,30.00,11.22,3,0,0.51
444,Aquamarine,Vanguard,24.36,30.00,11.20,3,0,0.8
445,tso,Pinnacle (Highest Skill),22.70,20.00,29.00,2,0,1.0
446,WarsZ,Vanguard,22.64,20.00,28.80,2,0,0.8
447,JustVibing4829,Pinnacle (Highest Skill),21.50,20.00,25.00,2,0,1.0
448,nathanbradley54,Challengers,21.38,20.00,24.60,2,0,0.41
449,PING CRUSADER,Pinnacle (Highest Skill),18.20,20.00,14.00,2,0,1.0
450,lookn4ahopup,Emergent,17.67,20.00,12.24,2,0,0.51
451,Huntingfool,Emergent,17.37,20.00,11.22,2,0,0.51
452,Secrets™,Pinnacle (Highest Skill),17.30,20.00,11.00,2,0,1.0
453,GN700TM,Tendies (Lowest Skill),16.97,20.00,9.90,2,0,0.33
454,DangrClxse,Challengers,16.09,20.00,6.97,2,0,0.41
455,DunnoU,Pinnacle (Highest Skill),15.70,10.00,29.00,1,0,1.0
456,WALLSHIFT,Vanguard,13.48,10.00,21.60,1,0,0.8
457,QWERTY,Ascendant,9.88,10.00,9.60,1,0,0.64
458,Kerckhaert,Tendies (Lowest Skill),9.77,10.00,9.24,1,0,0.33
459,tuna!,Pinnacle (Highest Skill),9.70,10.00,9.00,1,0,1.0
460,DareOGK on Twitch,Pinnacle (Highest Skill),9.70,10.00,9.00,1,0,1.0
461,Jubella,Challengers,9.58,10.00,8.61,1,0,0.41
462,DreadWolf303,Tendies (Lowest Skill),9.47,10.00,8.25,1,0,0.33
463,QP,Vanguard,9.40,10.00,8.00,1,0,0.8
464,Heathclips_,Emergent,9.29,10.00,7.65,1,0,0.51
465,TexasTrash9,Tendies (Lowest Skill),8.68,10.00,5.61,1,0,0.33
466,萧瑟,Pinnacle (Highest Skill),7.60,10.00,2.00,1,0,1.0
467,IVIonty,Emergent,7.46,10.00,1.53,1,0,0.51
468,Natems1717,Ascendant,5.76,0.00,19.20,0,0,0.64
469,OverratedMax,Pinnacle (Highest Skill),4.80,0.00,16.00,0,0,1.0
470,iButterMyBreadWB,Pinnacle (Highest Skill),2.70,0.00,9.00,0,0,1.0
471,gmail@ec_doom.com,Tendies (Lowest Skill),2.48,0.00,8.25,0,0,0.33
472,RogueKielbasa,Emergent,1.22,0.00,4.08,0,0,0.51
473,OE Hoodie,Tendies (Lowest Skill),0.79,0.00,2.64,0,0,0.33
474,ice tickle,Vanguard,0.72,0.00,2.40,0,0,0.8
475,Toasty,Pinnacle (Highest Skill),0.60,0.00,2.00,0,0,1.0
476,xJBeach,Emergent,0.46,0.00,1.53,0,0,0.51
477,IGY6 theeJambro,Pinnacle (Highest Skill),0.30,0.00,1.00,0,0,1.0
478,WaBBiT,Pinnacle (Highest Skill),0.00,0.00,0.00,0,0,1.0
