Rank,Player Name,Division,Final Score (50/50),Individual Score,Team Score,Kills,Damage,Lobby Weight
371,ZorraAssassin,Vanguard,65.60,100.00,31.20,10,0,0.8
372,avoid,Pinnacle (Highest Skill),65.00,100.00,30.00,10,0,1.0
373,Hollenberger,Vanguard,64.80,80.00,49.60,8,0,0.8
374,Astris86,Pinnacle (Highest Skill),63.50,80.00,47.00,8,0,1.0
375,alphabet,Tendies (Lowest Skill),63.25,110.00,16.50,11,0,0.33
376,OE_UselessRoyalty,Tendies (Lowest Skill),62.87,100.00,25.74,10,0,0.33
377,JustTam1r-TTV,Challengers,61.48,100.00,22.96,10,0,0.41
378,MayBPh8L,Emergent,61.27,70.00,52.53,7,0,0.51
379,Sammie,Tendies (Lowest Skill),61.17,90.00,32.34,9,0,0.33
380,RedTerror,Emergent,60.97,100.00,21.93,10,0,0.51
381,snatched lime9,Pinnacle (Highest Skill),60.50,80.00,41.00,8,0,1.0
382,Kozmohs1,Pinnacle (Highest Skill),60.00,90.00,30.00,9,0,1.0
383,Medic x HUNTR/X,Pinnacle (Highest Skill),59.50,70.00,49.00,7,0,1.0
384,TTV | Astris86,Ascendant,57.68,100.00,15.36,10,0,0.64
385,Yarfy,Vanguard,57.20,80.00,34.40,8,0,0.8
386,NuTTy,Pinnacle (Highest Skill),56.50,80.00,33.00,8,0,1.0
387,KindKitten14,Vanguard,55.60,80.00,31.20,8,0,0.8
388,mind goblin,Vanguard,54.40,80.00,28.80,8,0,0.8
389,twitch.tv/ruiin999,Pinnacle (Highest Skill),51.50,80.00,23.00,8,0,1.0
390,RetroMrLiquid,Tendies (Lowest Skill),49.85,70.00,29.70,7,0,0.33
391,Luzer,Emergent,49.53,70.00,29.07,7,0,0.51
392,Deltuh,Vanguard,49.00,70.00,28.00,7,0,0.8
393,Inoriboob,Vanguard,49.00,70.00,28.00,7,0,0.8
394,SpaceGhostXero,Vanguard,49.00,70.00,28.00,7,0,0.8
395,groupty,Pinnacle (Highest Skill),48.50,60.00,37.00,6,0,1.0
396,No Brain,Pinnacle (Highest Skill),47.00,70.00,24.00,7,0,1.0
397,Joe Dirt,Ascendant,46.64,60.00,33.28,6,0,0.64
398,Kaezuh,Vanguard,45.00,70.00,20.00,7,0,0.8
399,CasualRobi,Vanguard,44.80,60.00,29.60,6,0,0.8
400,@YoJokerz,Pinnacle (Highest Skill),43.50,60.00,27.00,6,0,1.0
401,MHM_MrBr0janglessTTV,Vanguard,43.20,60.00,26.40,6,0,0.8
402,dash in retirement,Pinnacle (Highest Skill),43.00,60.00,26.00,6,0,1.0
403,Apogaeon,Vanguard,41.40,30.00,52.80,3,0,0.8
404,harry,Vanguard,41.40,70.00,12.80,7,0,0.8
405,Nilak,Tendies (Lowest Skill),40.67,50.00,31.35,5,0,0.33
406,o7 o7 o7,Pinnacle (Highest Skill),40.50,50.00,31.00,5,0,1.0
407,Arc_PC,Pinnacle (Highest Skill),39.50,50.00,29.00,5,0,1.0
408,Croh,Tendies (Lowest Skill),38.91,60.00,17.82,6,0,0.33
409,Monke,Tendies (Lowest Skill),38.25,60.00,16.50,6,0,0.33
410,Droptimus Prime ツ,Emergent,36.88,60.00,13.77,6,0,0.51
411,Moolboyrk,Pinnacle (Highest Skill),36.00,40.00,32.00,4,0,1.0
412,Broom,Pinnacle (Highest Skill),35.50,40.00,31.00,4,0,1.0
413,Big Daddy Busch,Challengers,35.33,60.00,10.66,6,0,0.41
414,ramshackle786,Tendies (Lowest Skill),33.58,50.00,17.16,5,0,0.33
415,ENCRYPTED8704,Ascendant,33.12,40.00,26.24,4,0,0.64
416,gruesome_b1,Emergent,33.01,40.00,26.01,4,0,0.51
417,angrySandy,Emergent,32.75,40.00,25.50,4,0,0.51
418,CG honeybee aries,Vanguard,31.60,40.00,23.20,4,0,0.8
419,swagstrfather420,Challengers,31.56,50.00,13.12,5,0,0.41
420,HTL Danikay,Tendies (Lowest Skill),31.05,40.00,22.11,4,0,0.33
421,Uorax,Pinnacle (Highest Skill),31.00,40.00,22.00,4,0,1.0
422,AP985,Challengers,30.87,40.00,21.73,4,0,0.41
423,EXL_FLYXSS,Pinnacle (Highest Skill),29.00,20.00,38.00,2,0,1.0
424,Nyamea,Vanguard,28.60,30.00,27.20,3,0,0.8
425,Sam,Challengers,28.28,50.00,6.56,5,0,0.41
426,TTV Bubble,Vanguard,28.20,30.00,26.40,3,0,0.8
427,Evoke,Pinnacle (Highest Skill),28.00,30.00,26.00,3,0,1.0
428,BlueGreek,Ascendant,27.68,40.00,15.36,4,0,0.64
429,SwiftieC,Tendies (Lowest Skill),27.26,40.00,14.52,4,0,0.33
430,m3a0w,Pinnacle (Highest Skill),27.00,30.00,24.00,3,0,1.0
431,ジマー,Pinnacle (Highest Skill),26.00,30.00,22.00,3,0,1.0
432,hyper o7,Pinnacle (Highest Skill),26.00,40.00,12.00,4,0,1.0
433,MissingJibbs,Emergent,25.87,40.00,11.73,4,0,0.51
434,l0tusStar,Vanguard,25.80,30.00,21.60,3,0,0.8
435,rukaaiscool556,Pinnacle (Highest Skill),25.00,30.00,20.00,3,0,1.0
436,l Belfour l20l,Tendies (Lowest Skill),24.62,40.00,9.24,4,0,0.33
437,zewski,Emergent,24.59,40.00,9.18,4,0,0.51
438,tso,Pinnacle (Highest Skill),24.50,20.00,29.00,2,0,1.0
439,WarsZ,Vanguard,24.40,20.00,28.80,2,0,0.8
440,ac__ca\vt.hctiwt,Pinnacle (Highest Skill),24.00,30.00,18.00,3,0,1.0
441,Deadbok_666,Tendies (Lowest Skill),23.91,30.00,17.82,3,0,0.33
442,ctrl,Pinnacle (Highest Skill),23.50,30.00,17.00,3,0,1.0
443,Nando,Emergent,23.32,40.00,6.63,4,0,0.51
444,JustVibing4829,Pinnacle (Highest Skill),22.50,20.00,25.00,2,0,1.0
445,nathanbradley54,Challengers,22.30,20.00,24.60,2,0,0.41
446,7157-8414-2998 on Pokemon Go,Emergent,22.14,30.00,14.28,3,0,0.51
447,Lime Grass 0,Emergent,20.61,30.00,11.22,3,0,0.51
448,Aquamarine,Vanguard,20.60,30.00,11.20,3,0,0.8
449,DunnoU,Pinnacle (Highest Skill),19.50,10.00,29.00,1,0,1.0
450,PING CRUSADER,Pinnacle (Highest Skill),17.00,20.00,14.00,2,0,1.0
451,lookn4ahopup,Emergent,16.12,20.00,12.24,2,0,0.51
452,WALLSHIFT,Vanguard,15.80,10.00,21.60,1,0,0.8
453,Huntingfool,Emergent,15.61,20.00,11.22,2,0,0.51
454,Secrets™,Pinnacle (Highest Skill),15.50,20.00,11.00,2,0,1.0
455,GN700TM,Tendies (Lowest Skill),14.95,20.00,9.90,2,0,0.33
456,DangrClxse,Challengers,13.48,20.00,6.97,2,0,0.41
457,QWERTY,Ascendant,9.80,10.00,9.60,1,0,0.64
458,Kerckhaert,Tendies (Lowest Skill),9.62,10.00,9.24,1,0,0.33
459,Natems1717,Ascendant,9.60,0.00,19.20,0,0,0.64
460,tuna!,Pinnacle (Highest Skill),9.50,10.00,9.00,1,0,1.0
461,DareOGK on Twitch,Pinnacle (Highest Skill),9.50,10.00,9.00,1,0,1.0
462,Jubella,Challengers,9.30,10.00,8.61,1,0,0.41
463,DreadWolf303,Tendies (Lowest Skill),9.12,10.00,8.25,1,0,0.33
464,QP,Vanguard,9.00,10.00,8.00,1,0,0.8
465,Heathclips_,Emergent,8.82,10.00,7.65,1,0,0.51
466,OverratedMax,Pinnacle (Highest Skill),8.00,0.00,16.00,0,0,1.0
467,TexasTrash9,Tendies (Lowest Skill),7.80,10.00,5.61,1,0,0.33
468,萧瑟,Pinnacle (Highest Skill),6.00,10.00,2.00,1,0,1.0
469,IVIonty,Emergent,5.76,10.00,1.53,1,0,0.51
470,iButterMyBreadWB,Pinnacle (Highest Skill),4.50,0.00,9.00,0,0,1.0
471,gmail@ec_doom.com,Tendies (Lowest Skill),4.12,0.00,8.25,0,0,0.33
472,RogueKielbasa,Emergent,2.04,0.00,4.08,0,0,0.51
473,OE Hoodie,Tendies (Lowest Skill),1.32,0.00,2.64,0,0,0.33
474,ice tickle,Vanguard,1.20,0.00,2.40,0,0,0.8
475,Toasty,Pinnacle (Highest Skill),1.00,0.00,2.00,0,0,1.0
476,xJBeach,Emergent,0.77,0.00,1.53,0,0,0.51
477,IGY6 theeJambro,Pinnacle (Highest Skill),0.50,0.00,1.00,0,0,1.0
478,WaBBiT,Pinnacle (Highest Skill),0.00,0.00,0.00,0,0,1.0
